Agregados macroeconómicos;Ramas de actividad;Periodo;Total
Excedente de explotación bruto y Renta mixta bruta;49 Transporte terrestre y por tubería;1998;8.166
Excedente de explotación bruto y Renta mixta bruta;49 Transporte terrestre y por tubería;1997;7.576
Excedente de explotación bruto y Renta mixta bruta;49 Transporte terrestre y por tubería;1996;7.776
Excedente de explotación bruto y Renta mixta bruta;49 Transporte terrestre y por tubería;1995;7.784
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2018;..
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2017;478
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2016;490
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2015;426
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2014;385
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2013;375
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2012;391
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2011;399
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2010;566
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2009;448
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2008;387
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2007;493
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2006;487
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2005;527
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2004;469
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2003;489
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2002;504
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2001;472
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;2000;510
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;1999;450
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;1998;346
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;1997;250
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;1996;176
Excedente de explotación bruto y Renta mixta bruta;50 Transporte marítimo y por vías navegables interiores;1995;135
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2018;..
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2017;1.016
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2016;884
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2015;787
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2014;664
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2013;513
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2012;110
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2011;305
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2010;409
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2009;268
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2008;207
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2007;363
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2006;517
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2005;566
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2004;1.051
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2003;1.112
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2002;996
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2001;923
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;2000;725
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;1999;700
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;1998;680
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;1997;680
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;1996;758
Excedente de explotación bruto y Renta mixta bruta;51 Transporte aéreo;1995;515
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2018;..
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2017;10.228
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2016;9.403
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2015;9.487
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2014;8.578
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2013;7.991
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2012;7.577
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2011;7.937
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2010;6.354
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2009;5.529
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2008;5.338
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2007;5.795
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2006;5.528
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2005;5.597
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2004;6.499
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2003;6.418
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2002;6.287
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2001;5.747
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;2000;5.139
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;1999;4.075
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;1998;3.024
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;1997;2.304
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;1996;1.853
Excedente de explotación bruto y Renta mixta bruta;52 Almacenamiento y actividades anexas al transporte;1995;1.638
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2018;..
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2017;98
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2016;87
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2015;165
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2014;223
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2013;53
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2012;22
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2011;26
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2010;112
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2009;192
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2008;365
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2007;484
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2006;428
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2005;559
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2004;560
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2003;551
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2002;512
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2001;439
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;2000;391
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;1999;380
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;1998;351
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;1997;244
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;1996;145
Excedente de explotación bruto y Renta mixta bruta;53 Actividades postales y de correos;1995;89
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2018;35.479
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2017;35.747
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2016;34.240
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2015;31.275
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2014;30.221
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2013;30.015
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2012;31.799
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2011;31.431
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2010;31.725
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2009;32.824
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2008;33.421
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2007;33.210
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2006;33.468
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2005;32.495
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2004;31.551
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2003;30.390
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2002;29.325
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2001;27.596
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;2000;26.278
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;1999;25.468
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;1998;24.187
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;1997;23.278
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;1996;22.974
Excedente de explotación bruto y Renta mixta bruta;I Hostelería;1995;22.991
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2018;..
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2017;35.747
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2016;34.240
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2015;31.275
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2014;30.221
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2013;30.015
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2012;31.799
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2011;31.431
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2010;31.725
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2009;32.824
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2008;33.421
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2007;33.210
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2006;33.468
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2005;32.495
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2004;31.551
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2003;30.390
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2002;29.325
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2001;27.596
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;2000;26.278
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;1999;25.468
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;1998;24.187
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;1997;23.278
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;1996;22.974
Excedente de explotación bruto y Renta mixta bruta;55-56 Servicios de alojamiento; servicios de comida y bebida;1995;22.991
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2018;17.310
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2017;17.228
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2016;16.092
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2015;15.590
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2014;15.866
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2013;16.764
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2012;17.286
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2011;17.602
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2010;19.242
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2009;21.737
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2008;21.910
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2007;20.001
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2006;19.032
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2005;18.842
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2004;17.992
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2003;17.043
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2002;15.752
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2001;14.403
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2000;12.713
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;1999;11.356
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;1998;10.501
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;1997;9.366
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;1996;8.202
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;1995;7.061
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2018;17.310
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2017;17.228
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2016;16.092
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2015;15.590
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2014;15.866
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2013;16.764
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2012;17.286
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2011;17.602
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2010;19.242
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2009;21.737
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2008;21.910
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2007;20.001
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2006;19.032
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2005;18.842
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2004;17.992
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2003;17.043
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2002;15.752
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2001;14.403
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;2000;12.713
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;1999;11.356
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;1998;10.501
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;1997;9.366
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;1996;8.202
Excedente de explotación bruto y Renta mixta bruta;J Información y comunicaciones;1995;7.061
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2018;..
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2017;589
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2016;507
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2015;518
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2014;304
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2013;279
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2012;393
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2011;570
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2010;771
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2009;754
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2008;728
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2007;1.031
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2006;1.261
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2005;1.414
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2004;1.438
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2003;1.432
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2002;1.462
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2001;1.480
Excedente de explotación bruto y Renta mixta bruta;58 Edición;2000;1.494
Excedente de explotación bruto y Renta mixta bruta;58 Edición;1999;1.150
Excedente de explotación bruto y Renta mixta bruta;58 Edición;1998;968
Excedente de explotación bruto y Renta mixta bruta;58 Edición;1997;858
Excedente de explotación bruto y Renta mixta bruta;58 Edición;1996;737
Excedente de explotación bruto y Renta mixta bruta;58 Edición;1995;544
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2018;..
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2017;2.493
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2016;2.193
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2015;2.049
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2014;1.854
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2013;1.867
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2012;1.958
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2011;1.890
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2010;2.339
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2009;2.002
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2008;2.047
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2007;1.806
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2006;1.655
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2005;1.766
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2004;1.656
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2003;1.758
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2002;1.557
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2001;1.614
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;2000;1.546
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;1999;1.314
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;1998;1.188
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;1997;1.014
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;1996;986
Excedente de explotación bruto y Renta mixta bruta;59-60 Actividades cinematográficas, de video y programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y telivisión;1995;821
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2018;..
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2017;9.986
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2016;9.455
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2015;9.072
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2014;9.394
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2013;10.534
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2012;11.258
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2011;11.643
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2010;12.729
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2009;14.309
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2008;14.442
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2007;12.555
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2006;11.904
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2005;11.506
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2004;10.989
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2003;10.101
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2002;9.336
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2001;8.432
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;2000;7.730
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;1999;7.558
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;1998;7.309
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;1997;6.554
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;1996;5.585
Excedente de explotación bruto y Renta mixta bruta;61 Telecomunicaciones;1995;5.016
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2018;..
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2017;4.160
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2016;3.937
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2015;3.951
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2014;4.314
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2013;4.084
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2012;3.677
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2011;3.499
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2010;3.403
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2009;4.672
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2008;4.693
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2007;4.609
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2006;4.212
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2005;4.156
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2004;3.909
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2003;3.752
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2002;3.397
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2001;2.877
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;2000;1.943
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;1999;1.334
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;1998;1.036
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;1997;940
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;1996;894
Excedente de explotación bruto y Renta mixta bruta;62-63 Programación, consultoría y otros actividades relacionadas con la informática; servicios de información;1995;680
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2018;21.133
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2017;17.884
